# 2010 Yearly Undirected Bipartite Graph: Users to Businesses (Reviews)
# Tab-separated list of edges. Refer to filename_elite.txt for elite mapping
# NodeId  NodeId
26558	1313843	4
24188	1313843	5
26410	1313843	5
8153	1313843	4
15725	1313843	5
12427	1313843	1
8262	1313843	4
30046	1337462	3
17726	1337462	3
24004	1337462	4
6902	1337462	4
16199	1337462	4
19029	1201314	3
32901	1201314	4
33291	1201314	4
5894	1201314	3
12502	1201314	4
23291	1201314	3
5174	1201314	4
618	1201314	3
30225	1201314	4
16763	1201314	4
17216	1196605	4
10068	1196605	3
38126	1205748	4
13833	1205748	5
23051	1205748	5
27638	1234046	3
9618	1316535	2
17590	1241999	1
7197	1241999	5
6502	1314274	5
23594	1285117	4
626	1285117	5
19600	1285117	5
18399	1285117	4
17559	1264372	4
28412	1264372	4
7562	1264372	4
16006	1196605	2
16685	1196605	5
29110	1196605	4
1761	1196605	4
24245	1225057	2
23168	1213507	2
21033	1213507	4
17598	1213507	2
1264	1213507	3
16684	1213507	5
789	1213507	4
6170	1216196	4
11548	1216196	4
14976	1247015	1
7526	1247015	1
3310	1206287	2
34436	1206287	3
1493	1206287	4
24344	1211515	4
12600	1317118	5
37601	1317118	1
37531	1317118	1
23570	1331616	4
26627	1252343	5
21112	1252343	4
5867	1252343	5
4468	1252343	5
31638	1231274	5
25457	1231274	4
22321	1231274	5
23109	1231274	5
28929	1231274	5
3036	1231274	5
18780	1231274	4
492	1231274	2
556	1231274	4
13683	1231274	5
550	1231274	3
34453	1231274	4
34143	1231274	5
31850	1216634	1
21231	1216634	1
1708	1216634	4
24555	1214994	4
22038	1214994	3
5615	1214994	4
29827	1214994	5
36335	1214994	4
28864	1214994	5
16777	1214994	2
1206	1214994	5
22294	1214994	3
29526	1214994	2
18806	1214994	4
31760	1214994	4
38568	1214994	3
31442	1214994	4
31001	1214994	3
35060	1214994	5
3020	1214994	3
30106	1214994	4
31201	1214994	3
8270	1214994	4
18411	1214994	4
28165	1214994	4
8031	1214994	3
19427	1214994	4
11572	1214994	2
37760	1214994	2
20720	1214994	4
15730	1214994	5
37687	1214994	5
10835	1339649	4
31143	1339649	5
13608	1339649	1
21376	1339649	4
36820	1339649	5
21631	1339649	5
19248	1314102	5
21868	1314102	3
34175	1314102	3
6292	1314102	4
34779	1314102	5
11314	1314102	3
24273	1314102	2
6410	1314102	4
868	1314102	5
19003	1278567	5
23520	1278567	5
8954	1278567	4
32633	1278567	5
34969	1278567	4
6146	1278567	5
20384	1278567	4
34750	1278567	4
28865	1278567	5
22112	1278567	4
27536	1278567	5
1183	1321048	4
35857	1252159	4
31317	1252159	4
13421	1321632	3
18175	1199036	1
23992	1199036	4
10395	1232862	4
27143	1232862	4
399	1232862	3
2820	1232862	4
966	1232862	3
33087	1232862	3
16717	1232862	1
8801	1232862	4
1688	1232862	5
18190	1232862	3
32725	1232862	2
12395	1232862	4
