# 2005 Yearly Undirected Bipartite Graph: Users to Businesses (Reviews)
# Tab-separated list of edges. Refer to filename_elite.txt for elite mapping
# NodeId  NodeId
21506	1292916	4
34867	1292916	5
25592	1292916	5
25592	1263468	4
23462	1263468	5
4436	1256194	3
22309	1256194	3
1354	1203332	5
31676	1231557	5
30935	1329715	4
63794	1225487	3
25592	1307420	3
30935	1287167	4
73944	1291534	5
23462	1288880	4
23462	1284726	4
48416	1260842	1
18274	1260842	1
30935	1298136	4
75893	1288880	5
4436	1288880	5
61673	1338054	5
42008	1288880	4
25592	1288880	5
22309	1288880	5
99553	1315922	4
25592	1329439	2
1354	1300077	4
112084	1328957	5
112084	1316211	5
96572	1300357	3
112475	1290361	3
79449	1290361	3
95955	1290361	5
79658	1333705	5
47637	1315922	3
89319	1315922	3
87092	1315922	3
101895	1215142	5
23462	1223132	3
79230	1206175	4
30935	1339691	4
10805	1185355	5
25592	1334484	3
30935	1279110	4
23462	1248694	5
152126	1247100	5
23462	1281216	3
73944	1201507	4
96572	1254677	4
96572	1330278	4
30935	1330278	4
101895	1337189	5
1354	1212527	4
34867	1244775	3
22309	1244775	3
16589	1270279	3
96572	1270113	4
86395	1185210	3
87092	1261058	5
25507	1269232	4
184322	1329674	4
30935	1286692	4
25592	1315151	5
25592	1339237	4
141619	1214260	4
22309	1250564	4
73944	1337300	5
73944	1229591	5
169497	1288706	3
161892	1288706	3
23462	1257173	3
184322	1211243	4
208386	1229916	5
18274	1193551	3
25592	1294283	3
25592	1311345	4
23462	1192535	5
25592	1192535	4
25592	1258676	2
96572	1230810	5
30935	1230810	4
23462	1311303	5
23462	1284658	4
25592	1284658	3
222838	1236737	3
161892	1222523	3
23439	1236737	5
25592	1270409	2
106109	1300805	4
31676	1282304	4
96572	1303457	4
218774	1303457	4
161892	1310888	3
208149	1310888	5
197696	1221234	3
47637	1212684	5
87092	1212684	5
30935	1227692	4
96572	1227692	4
202527	1302053	4
34867	1206080	4
25592	1206080	3
200514	1196600	1
30935	1253737	3
30935	1294530	4
31676	1331218	3
47637	1338710	4
30935	1289258	5
96572	1289258	5
25592	1305898	5
96572	1224059	4
22309	1281896	3
75893	1305898	5
4436	1305898	5
47637	1293053	3
222838	1232205	5
112084	1251442	5
248310	1199551	4
184322	1199551	5
184322	1233890	4
96572	1332940	4
30935	1332940	5
213900	1279481	3
19340	1279481	5
34867	1307327	4
25592	1307327	3
22309	1307327	4
309881	1315074	5
30935	1224059	5
23462	1188898	5
25592	1339349	3
4436	1339349	3
169497	1264648	4
161892	1217062	3
25592	1267444	3
25592	1278824	4
23462	1278824	4
30935	1300055	4
184322	1253591	4
283990	1281439	4
4436	1278824	5
169497	1217062	5
30935	1183931	5
73944	1183931	5
23462	1281758	5
307667	1281758	5
47637	1232877	4
96572	1318237	2
30935	1318237	4
30935	1285426	4
112084	1213110	5
25592	1284102	4
30935	1287736	4
73944	1287736	5
23462	1314732	4
30935	1335817	4
30935	1289544	5
101895	1325797	5
30935	1276985	4
161892	1272597	3
34867	1316827	4
309881	1335779	5
23439	1315247	4
22309	1208908	1
30935	1243342	4
25592	1268277	4
73944	1339669	5
367247	1317314	2
141619	1337349	4
73944	1337349	5
376311	1302920	2
30935	1264765	3
96572	1264765	5
371965	1317982	5
106109	1224252	4
30935	1285564	3
101895	1334051	5
23462	1188392	5
184322	1294467	5
30935	1208578	3
30935	1244608	3
79230	1287877	4
30935	1319019	4
96572	1205891	3
13993	1250843	5
10805	1249639	5
96572	1339200	1
23462	1220507	2
22309	1220507	3
22309	1220742	2
30935	1310127	4
10805	1220343	5
25592	1209006	2
30935	1307112	5
96572	1264110	3
30935	1264110	3
222838	1183777	4
13993	1183777	1
25592	1194581	4
200514	1325346	1
4436	1325346	2
87092	1205372	5
61673	1320348	5
1354	1217332	5
86395	1217332	3
23462	1268364	5
22309	1268364	4
30935	1336829	3
30935	1312709	3
25592	1231701	5
30935	1317490	5
73944	1317490	5
30935	1223135	5
184322	1201024	1
30935	1248518	4
75893	1300279	4
448468	1274932	5
30935	1201013	4
30935	1318773	4
86395	1193323	2
161892	1209743	4
25592	1311095	2
47637	1254888	4
30935	1232444	4
96572	1243296	3
30935	1243296	1
30935	1276636	4
73944	1276636	4
23462	1220296	4
25592	1220296	3
73944	1232444	5
48416	1295115	3
30935	1329196	3
184322	1234451	5
30935	1189753	4
480298	1244781	5
30935	1333541	5
30935	1238345	4
30935	1327677	4
96572	1260757	3
442552	1219577	4
184322	1189464	5
23462	1220799	1
23462	1324044	4
96572	1188143	3
96572	1295350	4
30935	1295350	2
23462	1294949	5
184322	1316997	5
96572	1327814	5
30935	1264281	3
222838	1185597	3
161892	1203093	4
23462	1194517	4
30935	1260757	4
1354	1289782	4
96572	1262392	4
30935	1262392	4
96572	1303455	4
96572	1275304	5
30935	1319243	4
96572	1319243	3
30935	1280975	5
96572	1308366	5
30935	1308366	5
96572	1291754	4
30935	1291754	4
96572	1202277	4
1354	1316792	4
96572	1218764	3
96572	1307089	5
169497	1282480	5
534916	1248794	2
22309	1248794	4
23462	1207873	4
25592	1207873	4
4436	1207873	5
99553	1290422	4
283990	1290422	4
63794	1291742	3
30935	1258931	5
96572	1258931	4
450773	1193948	4
30935	1300192	4
23462	1229127	3
25592	1301355	5
536468	1269344	5
30935	1308704	4
30935	1202277	5
30935	1329797	4
10805	1253983	5
96572	1260179	3
30935	1260179	4
1354	1193892	4
106109	1216851	4
30935	1261637	4
25592	1304757	4
96572	1215278	4
519096	1224326	1
514033	1216851	4
23462	1296839	4
25592	1209385	5
42008	1209385	5
101895	1219911	5
23462	1280055	5
47637	1280055	4
23	1295386	4
96572	1235564	4
22309	1296839	4
25592	1296839	3
534916	1296839	4
23439	1288043	3
23462	1337832	4
53922	1191891	4
96572	1267613	5
30935	1233097	4
23462	1252270	5
394493	1228717	5
23462	1270882	5
309881	1240570	4
47637	1248165	4
30935	1278453	4
22309	1234333	3
181630	1328605	4
67217	1294984	4
141619	1204933	4
73944	1204933	5
34867	1291420	4
96572	1269119	5
30935	1321173	4
394858	1315988	5
30935	1206284	2
61513	1319950	4
1354	1290719	4
25507	1291060	4
96572	1264917	4
96572	1285961	4
360487	1219577	4
184322	1330408	5
184322	1195558	3
376311	1233613	4
18274	1228342	5
25592	1214414	3
96572	1284387	5
25592	1306903	3
99553	1314051	4
96572	1336318	3
34867	1192515	4
23462	1251081	4
25592	1190249	3
23462	1190249	5
200514	1190249	5
23462	1248678	3
34867	1248678	4
4436	1248678	4
73944	1217997	4
248012	1309915	5
23462	1192675	4
23462	1184690	5
662382	1297099	4
60390	1197763	3
450773	1197763	1
4436	1190249	4
23462	1205450	5
30935	1236461	5
448468	1309915	4
22309	1192675	5
42008	1192675	5
652533	1227982	5
480298	1270882	5
367247	1322962	4
30935	1238029	4
30935	1325699	4
96572	1331769	4
30935	1331769	4
25592	1290339	4
30935	1310111	4
23462	1324199	4
13993	1271564	3
60390	1272950	4
23462	1272950	5
25592	1272950	4
106109	1267916	5
22309	1325026	4
34867	1325026	4
161892	1245544	3
184322	1265826	5
25592	1184218	5
184322	1232261	4
23462	1188022	3
25592	1188022	3
689336	1188022	5
22309	1188022	3
200514	1188022	4
4436	1188022	3
4436	1272950	3
30935	1279531	4
16589	1219577	4
96953	1324047	3
30935	1292340	4
367247	1237335	2
25592	1324199	5
34867	1324199	5
25592	1297565	4
96572	1219341	4
31676	1251331	4
30935	1285901	4
22309	1318614	1
34867	1329370	3
25592	1329370	3
30935	1269486	4
367247	1250544	4
23462	1286975	4
23462	1315680	4
21506	1315680	4
25592	1315680	5
367247	1320354	4
10805	1258301	5
75893	1295436	5
99553	1250544	4
376311	1300904	5
13993	1237610	5
86395	1237610	5
87092	1300904	5
106109	1322962	4
25592	1286975	5
4436	1315680	5
200514	1315680	5
53297	1234366	5
141619	1305885	5
218774	1206358	4
25592	1319283	3
1354	1300949	4
711515	1252720	3
23	1320016	5
96572	1325275	5
718428	1216076	4
283990	1323040	3
181630	1339875	4
236891	1317032	4
152126	1203823	5
10805	1328956	1
23462	1250178	4
468666	1329547	4
79230	1252720	5
23462	1228949	5
773131	1322962	5
30935	1319596	2
96572	1319596	3
96572	1191078	5
34867	1285756	3
755980	1244470	3
30935	1289569	4
30935	1192575	5
161892	1325847	5
25592	1285756	3
30935	1254128	3
47637	1210825	4
4436	1279046	5
23462	1194516	3
766565	1250544	3
394858	1317485	5
23462	1258236	5
23462	1329879	5
236891	1273055	5
394858	1273738	5
161892	1282246	5
222838	1308679	5
10805	1308679	5
96572	1220219	4
30935	1220219	4
197343	1319660	5
766565	1252270	5
79449	1317485	3
394493	1297554	5
23462	1308765	4
25592	1308765	2
34867	1308765	4
25592	1307897	2
22309	1307897	1
4436	1307897	2
802496	1310736	3
184322	1303587	5
184322	1268937	4
536468	1219623	5
42008	1219623	5
30935	1199418	2
23462	1191183	5
87100	1237127	5
450773	1219623	5
808823	1267916	5
23462	1274759	4
75893	1268691	5
10805	1280558	3
23462	1212188	3
53297	1282651	4
286185	1210598	4
161892	1232617	5
96572	1309775	4
798658	1264321	5
839524	1332873	3
854949	1252949	5
25592	1253823	4
200514	1253823	3
4436	1253823	4
25592	1199035	1
22309	1199035	1
25592	1253447	4
87092	1237127	4
1354	1337530	3
61673	1260828	4
53297	1284874	5
73944	1335026	5
31676	1223438	4
844768	1334740	3
67217	1289575	2
536468	1212188	1
112084	1294695	5
96572	1268917	2
63794	1267916	5
96572	1308068	5
23462	1328947	4
25592	1328947	4
534916	1328947	4
86395	1306434	5
56978	1290348	5
96572	1240779	3
857657	1240779	5
842891	1240779	4
30935	1240779	5
18274	1233421	1
830861	1273055	5
23439	1259538	5
23462	1220245	4
30935	1204657	4
773131	1273055	5
61513	1337483	5
30935	1310725	4
25592	1186162	4
248012	1232953	5
53922	1290087	4
184322	1290348	5
30935	1184874	5
184322	1280558	4
30935	1236201	3
22309	1279985	4
874073	1329564	5
23462	1228306	5
282884	1222793	3
96572	1236201	3
161892	1196590	4
73944	1184874	5
47637	1274759	4
674499	1338682	5
96572	1202889	5
30935	1202889	4
25592	1319748	2
34867	1206014	4
25592	1206014	4
506582	1273055	5
106109	1338682	5
184322	1334740	5
25592	1228306	5
200514	1228306	5
4436	1228306	4
25592	1276944	5
47637	1185564	1
47637	1280646	4
99553	1276284	5
773131	1233419	5
448468	1273055	4
60390	1268691	5
904322	1276944	3
4436	1276944	5
934344	1332779	4
47637	1301961	3
184322	1274759	3
543779	1273055	5
31676	1273055	5
920882	1233421	3
25592	1268691	5
917324	1276284	5
30935	1277978	4
87100	1338682	5
161892	1236507	4
99553	1338682	5
99553	1296135	5
394858	1338682	5
184322	1227569	5
755980	1211076	5
920882	1273055	5
936674	1223965	2
87092	1207659	5
47637	1207659	5
25592	1286580	3
22934	1188117	1
506582	1338682	5
79449	1264298	4
31676	1289148	3
161892	1266107	4
928033	1264298	5
197343	1264298	5
1354	1188117	5
34867	1271767	2
112084	1213427	5
25592	1186155	4
34867	1186155	5
47637	1276284	4
22934	1337075	4
236891	1332187	5
96572	1295764	5
106109	1222857	5
23462	1297765	5
30935	1310031	3
936674	1193330	3
25592	1307657	4
959824	1294506	4
376311	1231498	5
88130	1320871	4
25592	1250264	4
47637	1281003	4
30935	1291685	5
73944	1310815	5
681442	1273055	5
25592	1248464	3
30935	1220158	3
96572	1319597	4
30935	1224858	4
394493	1224858	3
67217	1249813	4
367247	1294287	5
23462	1265756	4
184322	1212080	5
96572	1206361	3
30935	1206361	4
87092	1286691	5
109861	1271100	4
30935	1326722	3
34867	1187167	4
4436	1187167	3
23462	1240595	4
34867	1240595	4
25592	1240595	3
30935	1298807	4
23462	1322721	2
47637	1333443	4
53297	1229564	4
80478	1271100	5
283990	1271100	1
283990	1338682	4
47637	1225611	4
112084	1337075	5
53922	1302510	3
1354	1326823	4
184322	1326776	5
87092	1339693	3
184322	1339693	4
112084	1184191	5
506582	1332187	4
197343	1228311	5
755980	1314692	4
25592	1225463	5
30935	1321251	4
30935	1291980	5
30935	1231912	4
1002172	1286691	5
23462	1248230	4
99553	1322038	5
376311	1237004	5
56978	1320871	4
96572	1210332	4
506582	1294287	5
986368	1323250	5
34867	1248230	3
61673	1223567	4
936674	1271955	5
